"PAGE TITLE","PAGE URL","LINK TEXT","LINK URL","TARGET TITLE"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Replace Medals, Awards, and Decorations","https://www.archives.gov/veterans/replace-medals","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Search Historical Military Records (National Archives)","https://www.archives.gov/veterans","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Veteran Grave Locator","https://m.va.gov/gravelocator/index.cfm","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","VA Burial Benefits FAQ","https://www.cem.va.gov/cem/faq.asp","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","What to Expect at a Military Funeral","/burials-memorials/what-to-expect-at-military-funeral/","What to Expect at a Military Funeral: VA.gov"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Survivors Pension

              Find out if you’re eligible and how to apply for VA pension benefits as a surviving spouse or child of a deceased Veteran with wartime service.","/pension/survivors-pension/","How to Apply for a Survivors Pension: VA.gov"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Beneficiary Financial Counseling and Online Will Preparation

              If you're enrolled in VA life insurance, find out if you can get free financial planning and online will preparation services.","https://www.benefits.va.gov/insurance/bfcs.asp","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Fiduciary Services

              Learn how to become a VA fiduciary to handle the financial affairs of a Veteran in need.","https://www.benefits.va.gov/fiduciary/","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Find National Cemetery Administration Information","https://m.va.gov/","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Ask a question online","https://iris.custhelp.va.gov/app/ask","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","National Cemetery Scheduling Office:
                      1-800-535-1117","tel:1-800-535-1117","National Cemetery Scheduling Office:
                      1-800-535-1117"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Headstones and Markers:
                      1-800-697-6947","tel:1-800-697-6947","Headstones and Markers:
                      1-800-697-6947"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","VA Benefits Hotline:
                      1-800-827-1000","tel:1-800-827-1000","VA Benefits Hotline:
                      1-800-827-1000"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","Call MyVA311 for Help:
                      1-844-698-2311","tel:1-844-698-2311","Call MyVA311 for Help:
                      1-844-698-2311"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","National Cemetery Administration","https://www.cem.va.gov/","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","National Cemeteries Email Updates","https://public.govdelivery.com/accounts/USVANCA/subscribers/qualify","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","National Cemeteries Twitter","https://twitter.com/VANatCemeteries","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","National Cemeteries Facebook","https://www.facebook.com/VeteransBenefits","External Link"
"VA Burial Benefits and Memorial Items: VA.gov","/burials-memorials","National Cemeteries YouTube","https://www.youtube.com/watch?v=4MhXfpNSHzs&list=PL7897A1FCC5516DDE","External Link"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Skip to Content","#content","Skip to Content"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","update your browser","https://whatbrowser.org/","External Link"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","/img/header-logo.png","/","VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Home","/","VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Burials and Memorials","/burials-memorials","VA Burial Benefits and Memorial Items: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Memorial Items","/burials-memorials/memorial-items","Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Burial Flags","/burials-memorials/memorial-items/burial-flags","Request a Burial Flag to Honor a Veteran or Reservist: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Memorial Items","/burials-memorials/memorial-items","Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Headstones, Markers or Medallions","/burials-memorials/memorial-items/headstones-markers-medallions","Request Veterans Headstones, Grave Markers, and Medallions: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Burial Flags","/burials-memorials/memorial-items/burial-flags","Request a Burial Flag to Honor a Veteran or Reservist: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Presidential Memorial Certificates","/burials-memorials/memorial-items/presidential-memorial-certificates","Request a Presidential Memorial Certificate to Honor a Veteran or Reservist: VA.gov"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","1-800-827-1000","tel:+1-800-827-1000","1-800-827-1000"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Download VA Form 27-2008","https://www.vba.va.gov/pubs/forms/VBA-27-2008-ARE.pdf","External Link"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","A VA regional benefit office","http://www.benefits.va.gov/benefits/offices.asp","External Link"
"Request a Burial Flag to Honor a Veteran or Reservist: VA.gov","/burials-memorials/memorial-items/burial-flags","Find out how to display and fold the flag","https://www.legion.org/flag/questions-answers/91522/how-flag-be-displayed-fully-open-or-half-open-casket","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Skip to Content","#content","Skip to Content"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","update your browser","https://whatbrowser.org/","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","/img/header-logo.png","/","VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Home","/","VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Burials and Memorials","/burials-memorials","VA Burial Benefits and Memorial Items: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Memorial Items","/burials-memorials/memorial-items","Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Headstones, Markers or Medallions","/burials-memorials/memorial-items/headstones-markers-medallions","Request Veterans Headstones, Grave Markers, and Medallions: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Memorial Items","/burials-memorials/memorial-items","Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Headstones, Markers or Medallions","/burials-memorials/memorial-items/headstones-markers-medallions","Request Veterans Headstones, Grave Markers, and Medallions: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Types","https://www.cem.va.gov/cem/hmm/types.asp","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Replacements","https://www.cem.va.gov/cem/hmm/replacements.asp","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Pre-World War I Era","https://www.cem.va.gov/cem/hmm/pre_WWI_era.asp","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Inscription Abbreviations","https://www.cem.va.gov/cem/hmm/abbreviations.asp","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Available Emblems of Belief","https://www.cem.va.gov/cem/hmm/emblems.asp","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Discharge Documents Needed","https://www.cem.va.gov/cem/hmm/discharge_documents.asp","External Link"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Burial Flags","/burials-memorials/memorial-items/burial-flags","Request a Burial Flag to Honor a Veteran or Reservist: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Presidential Memorial Certificates","/burials-memorials/memorial-items/presidential-memorial-certificates","Request a Presidential Memorial Certificate to Honor a Veteran or Reservist: VA.gov"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Download VA Form 40-1330","https://localhost/vaforms/va/pdf/VA40-1330.pdf","https://localhost/vaforms/va/pdf/VA40-1330.pdf"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","Download VA Form 40-1330M","https://localhost/vaforms/va/pdf/VA40-1330M.pdf","https://localhost/vaforms/va/pdf/VA40-1330M.pdf"
"Request Veterans Headstones, Grave Markers, and Medallions: VA.gov","/burials-memorials/memorial-items/headstones-markers-medallions","1-800-697-6947","tel:+8006976947","1-800-697-6947"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","Skip to Content","#content","Skip to Content"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","update your browser","https://whatbrowser.org/","External Link"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","/img/header-logo.png","/","VA.gov"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","Home","/","VA.gov"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","Burials and Memorials","/burials-memorials","VA Burial Benefits and Memorial Items: VA.gov"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","Memorial Items","/burials-memorials/memorial-items","Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov"
"Honor a Veteran, Reservist, or Family Member with Memorial Items: VA.gov","/burials-memorials/memorial-items","Eligibility","/burials-memorials/eligibility","Eligibility for Burial in a VA National Cemetery: VA.gov"
